wallet,initial_usd,final_usd,cumulative_roi,avg_daily_roi,volatility,positive_days,max_drawdown,sharpe_ratio,sortino_ratio,avg_recovery_time_days
3z6ZvnHiMJVAi83cd6mo7f8K6pnU4ZVTJpSA5FCSsBud,4183.32882038448,11003.486001906242,163.03182165094395,2.014525412119616,16.689592769108746,63.0,-7.226179928468881,0.1207054863464589,1.7644999601616629,1.5833333333333333
2ba6kDz9KBhLieDgwhyET6J1oHjci1Ar3FkzqM78kqbx,798.1953191035201,2075.09879338416,159.9738113867635,2.147779526540456,17.076347555107375,67.0,-14.12586429673159,0.1257751120144,6.949409809468855,1.5
4BGUSLC99YVJowaumFsHWdD5rueqt5iPE3MfLGhHGGPg,757.67352455184,1952.53277678112,157.7010695914224,1.8312106872522185,12.382603679062996,72.0,-26.490834164233224,0.1478857544595813,0.2794012641990959,13.0
GVYD4cQkHxG1RKk5Rh8VEJ6qFxS2ox3waC5TcngyTMm7,8688.071770379041,22098.713702931364,154.35694233413594,1.5238144111831355,9.432581220656122,69.0,-7.364936648595599,0.1615479766923374,0.6305434463066214,4.5
4Q8jywGFZSnB47hLT5qQaZNU2UjbpENCCA7LNHwbNWNa,6122.0465459088,15097.700068308002,146.61197779355976,1.7970114042681933,15.151114622767471,67.0,-4.244688024848944,0.1186058880161751,2.362285384672877,2.0
43vhcvk4sdPFDKKWe4ngaRrdw3KqbzDy2scFSr51D9YE,260.42254877184007,636.0258682665601,144.22841695777714,1.688838284112366,13.837077426506912,77.0,0.0,0.1220516610593761,,
C1gUmWUDJkXZwp9frzq81iedkzyCMA3vyHhCRGEiy2BU,109065.97235453088,264032.6963917378,142.0853091865083,1.3485119225831257,7.597714082937475,74.0,-1.611064639248309,0.1774891642226362,1.5082625792566875,3.0
BSiaAGDLRs6HozucTyh4LJfJNzAe48RVX3kCGCNTWvXV,1200.23913346896,2816.94060967056,134.69828062754218,1.9023560859242268,15.221469307357369,69.0,-18.70945205239913,0.1249784792460682,0.4296985970200621,1.4285714285714286
F39gKB1d58RCQZ8N8CqwtYCaXSswR5EXZtHfSu6NjZBQ,509206.1742570878,1193522.0724107032,134.38876681964942,1.5975716589857494,13.205577633758844,65.0,-1.678186525175003,0.1209770373771234,2.5963724983190786,3.142857142857143
BoXYcTbZxwCeNJw7H2BeW4AQ1QHD31pKcujnsKcQK7PR,57655.11520861248,131870.1067609181,128.72230206075358,1.628191707139902,14.211112909863012,68.0,-5.661436799963714,0.1145717240772803,1.3073980128822262,17.5
3mauo1EDZLzgxq1z1pn7nxzU8KwtY7UcoLNCGW5sx5Uk,1716192.1595615535,3890477.8972126646,126.6924409097982,1.1615736310355398,5.044800884210126,68.0,-2.169592412629097,0.2302516308762917,1.5185082937830543,4.0
6i3L1X7shyUE7amspv5o2Tfy8XUzB8hCTJnexQRuZuGv,1768.96266792336,4009.82448900432,126.6766032836395,1.598412551788893,12.892167324143411,68.0,-13.906567441455408,0.1239832304065364,0.5088682111571063,1.4444444444444444
44vAs42PHsFGu3eQugACx6kXexr5HM8DhcDz8xub1N97,1074.8627878747202,2423.94333265008,125.51188486512204,1.751682608015439,14.117457668275623,72.0,-25.634172631414074,0.1240791826103204,0.2356516555918096,1.2
